reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,source,keyword
a59b992c-ba9c-4dbe-8787-80bf787c098d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,daftarnya sangat sulit verifikasi muka nya susah banget gagal terus apa harus bikin ktp baru,1,0,,2025-12-19 22:56:27+00:00,"Hai, Kak Nurul. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-12-19 23:25:12,,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,vermuk
66cecf62-d2d6-422a-856e-75410b37b09d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gimana sih, aplikasi tiba-tiba gak bisa dibuka padahal lagi mau bayar di kasir terpaksa tarik tunai pakai kartu, abis itu ada update setelah di update malah akun ke blokir terus reset password scan wajah malah gak bisa, katanya hp jangan goyang padahal hp disandarkan ditembok gak dipegang gak goyang malah tetap gak bisa, maunya apa sih, kalo emang udah gak bisa digunakan lagi ya udah saya uninstall aja gimana????!!!!!",1,14,2.7.10,2025-12-19 20:29:23+00:00,"Hai, Kak Ricard. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-12-19 21:00:24,2.7.10,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,vermuk
9d776d66-7b02-4765-9dc8-7164ecc6cc1c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gajelas, pengenalan wajah cahaya dah normal tapi tetap gelap, kamera tidak getar tpi dibilang geter aplikasi sampah",1,0,2.7.0,2025-12-19 18:57:51+00:00,"Hai, Kak Aman. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-12-19 20:00:33,2.7.0,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,vermuk
da47f8f4-a4ae-4977-8238-ebaf9ff960f0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong dong kalo login akun pake deteksi wajah kek,5,0,,2025-12-18 21:27:01+00:00,"Hai, Kakak. Terima kasih atas ulasannya. Untuk login dengan Face ID bisa Kakak aktifkan dari aplikasi blu dengan cara klik ikon profil yang ada di kiri atas dashboard aplikasi blu, tap “Aktifkan Login [Biometrik]” untuk mengaktifkan/menonaktifkan fitur login biometrik.",2025-12-18 21:59:43,,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,vermuk
40238a1e-4eb7-4bff-bdcf-81fe1976750a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mau ganti device tapi gagal verifikasi wajah Mulu. giliran bisa masuk, trus masukin password, malah akun terblokir.",2,0,,2025-12-17 06:31:48+00:00,"Hai, Kak fajar. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.
",2025-12-17 06:58:13,,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,vermuk
068d6ca9-a17f-4a06-bfc6-624e26dfef63,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasih aneh.... terblokir karena verifikasi wajah, maksudnya gimana seh. mana verifikasi wajah ngulang2 mulu, sekali nya berhasil malah di blokir akunnya",1,0,2.1.10,2025-12-16 21:05:02+00:00,"Hai, Kakak. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-12-16 22:22:32,2.1.10,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,vermuk
2158e640-e9db-4183-aabf-ce51a73b74e0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kelamaan verifikasi wajah,1,0,2.7.0,2025-12-15 22:30:59+00:00,"Hai, Kak Dimas. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-12-15 23:11:35,2.7.0,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,vermuk
222a67f9-34cf-403e-926c-16b0239c0b5b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"setiap kali di kritik nyalahin pengguna HP belum terupdate lah inilah itulah, padahal gua pake HP bukan 1 doang kali, setiap login harus scan wajah, harus buka mulut lah hadap kanan lah, aplikasi ribet jaringan harus stabil sistem lelet, pas keluar belum tentu dapet sinyal bagus, cocok untuk transaksi rumahan untuk di lapangan kurang rekomen karena sinyal harus stabil, padahal gua pake bank lain lancar aja",1,0,,2025-12-13 23:22:55+00:00,"Hai, Kakak. Maaf atas ketidaknyamanannya. Terima kasih atas saran dan masukan yang diberikan, kami akan selalu memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Jika ada hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).
",2025-12-14 00:00:54,,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,vermuk
cccf4b99-1629-4869-b968-1a1691f4c8d4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gimana saya mau daftar blu tapi cape banget selalu gagal dalam hal verifikasi muka padahal kamera sudah jelas sementara saya verif muka di e wallet aja cepat kenapa disini lama,2,0,2.7.0,2025-12-13 01:41:18+00:00,"Hai, Kak Ryan. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-12-13 01:50:20,2.7.0,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,vermuk
b4ea5126-935c-4d55-ad40-85d417aaee81,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pengenalan wajah gagal terus,beda sama bank lain.",2,0,2.7.0,2025-12-10 13:41:57+00:00,"Hai, Kak Roby. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-12-10 13:54:26,2.7.0,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,vermuk
bac2a6aa-e884-4da0-aa5a-bde9deab479d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi gajelas peripikasi muka aja susah banget,1,0,2.6.0,2025-12-04 23:54:04+00:00,"Hai, Kak Herdi. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-12-05 00:57:32,2.6.0,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,vermuk
e6d5174e-6af6-4a05-87ee-74bba4e93070,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Terlalu Banyak fitur keamanannya.. bahkan mau log in aja harus pake keamanan.. dampaknya smartphone jadi ikut terkunci.. menggunakan pengenalan wajah malah kyk narapidana hadap kanan, hadap kiri, hadap depan, buka mulut, tutup mulut.. kalo log in ditempat ramai JD kyk org gila..",3,0,,2025-12-01 20:51:08+00:00,"Hai, Kak Rolly. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-12-01 21:58:04,,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv,vermuk
d7781876-3d5f-4808-8d46-feb819481d41,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"verifikasi wajarh nya ribet, ngga segampang yang lain, kemara sudah sudah bener cahaya sudah terang tetep gabisa terlalu ribet buat verifikasi wajah nya ga cukup satu kali atau 2 kali udah coba cari cahaya yang terang sama aja gabisa",1,9,2.6.0,2025-11-30 22:24:51+00:00,"Hai, Kak Mochammad. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-11-30 23:08:14,2.6.0,Dataset/dataset\BLU_googleplay_NOVEMBER_reviews.csv,vermuk
354cb8fa-dc8d-4ac0-8505-85a735df7f68,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pengenalan wajah selalu gagal terus,3,0,2.6.0,2025-11-26 20:26:18+00:00,"Hai, Kak Wilona. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-11-26 20:54:51,2.6.0,Dataset/dataset\BLU_googleplay_NOVEMBER_reviews.csv,vermuk
d3ec29d9-509c-4075-888f-5e14d3770c22,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolonglah di improve sistemnya, mau verifikasi wajah aja lama banget. kamera udh jelas, posisi udh jelas, tp masih susah masuk malah disuruh ulang mulu. jd capek kalo kaya gini mah.",1,6,2.6.0,2025-11-24 13:36:29+00:00,"Hai, Kak Muhammad. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-11-24 14:03:40,2.6.0,Dataset/dataset\BLU_googleplay_NOVEMBER_reviews.csv,vermuk
9fd480bb-b5c1-4224-bd42-5ba0d2f12f4f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,susah verifikasi wajah kurang cepat responnya sama dgn ngobrol sama boneka perbaiki masalah verifikasi wajah kecewa berat,1,1,2.6.0,2025-11-21 10:00:58+00:00,"Hai, Kak Radja. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terbaru ya.",2025-11-21 10:36:27,2.6.0,Dataset/dataset\BLU_googleplay_NOVEMBER_reviews.csv,vermuk
a90834cc-5959-4d58-9db3-fe73acb09530,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,verifikkasi muka aja gak bs,1,0,2.6.0,2025-11-20 15:53:02+00:00,"Hai, Kak Trian. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu Kakak versi terbaru ya.",2025-11-20 16:08:09,2.6.0,Dataset/dataset\BLU_googleplay_NOVEMBER_reviews.csv,vermuk
63a7ae33-14ae-449c-b56a-5bc3863af7f7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,verifikasi muka nya susah banget.,1,0,2.6.0,2025-11-20 10:22:28+00:00,"Hai, Kak Irsandy. Maaf atas ketidaknyamanannya. Apabila yang Kakak maksud gagal pengenalan wajah, maka pastikan Kakak tidak memakai sunglasses, tidak memakai masker, tidak backlight, di tempat yang terang, posisi wajah di dalam lingkaran dan pastikan aplikasi blu Kakak sudah versi terbaru ya.
",2025-11-20 11:05:20,2.6.0,Dataset/dataset\BLU_googleplay_NOVEMBER_reviews.csv,vermuk
04b5aefd-975c-45b0-809f-9b891a0b4cff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya gak bisa verifikasi muka,1,0,2.5.0,2025-11-19 15:05:21+00:00,"Hai, Kak Stella. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Terkait kendala tersebut boleh infokan detail kendala serta kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.",2025-11-19 15:25:38,2.5.0,Dataset/dataset\BLU_googleplay_NOVEMBER_reviews.csv,vermuk
8fdd7972-6f60-47c7-bd1f-247a40541dcb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"maaf saya turunkan bintang. Di versi ini verifikasi scan wajah nya jadi susah, gagal terus padahal sudah sesuai petunjuk, kamera dan jaringan juga gak ada masalah. Jadi gak bisa login ke aplikasi deh",3,10,2.5.0,2025-11-13 21:04:12+00:00,"Hai, Kakak. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Terkait kendala tersebut boleh infokan detail kendala serta kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.",2025-11-13 21:22:28,2.5.0,Dataset/dataset\BLU_googleplay_NOVEMBER_reviews.csv,vermuk
89a5b34e-29c4-4bc8-a6b4-549b9bebffcb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Proses verifikasi wajah lama dan gagal terus dicoba,1,0,2.5.0,2025-11-13 18:41:23+00:00,"Hai, Kak Firdausi. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Terkait kendala tersebut boleh infokan detail kendala serta kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.",2025-11-13 19:12:44,2.5.0,Dataset/dataset\BLU_googleplay_NOVEMBER_reviews.csv,vermuk
